id,source_url,company_name,rating,reviews_count,hourly_rate,min_project_size,team_size,last_crawled_at,locations,services_offered,source,hourly_low,hourly_high,hourly_mid,min_project_usd,team_low,team_high,team_mid,svc_ai,svc_iot,svc_mobile
28,https://www.goodfirms.co/directory/platform/app-development,Anadea,5.0,15,$25 - $49/hr,,50 - 249,2025-10-26 12:19:35.942175,"['Las Vegas, Nevada']",[],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0
29,https://www.goodfirms.co/directory/platform/app-development,Innovacio Technologies,5.0,87,$25 - $49/hr,,50 - 249,2025-10-26 12:19:35.940513,"['San Francisco, California']",[],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0
30,https://www.goodfirms.co/directory/platform/app-development,Tallium Inc.,5.0,26,$25 - $49/hr,,50 - 249,2025-10-26 12:19:35.938813,"['San Francisco, California']",[],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0
31,https://www.goodfirms.co/directory/platform/app-development,Plavno,5.0,35,$25 - $49/hr,,50 - 249,2025-10-26 12:19:35.937965,"['San Francisco, California']",[],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0
32,https://www.goodfirms.co/directory/platform/app-development,OpenXcell,5.0,76,< $25/hr,,250 - 999,2025-10-26 12:19:35.937119,"['Las Vegas, Nevada']",[],www.goodfirms.co,0.0,25.0,12.5,,250,999,624.5,0,0,0
33,https://www.goodfirms.co/directory/platform/app-development,SDLC Corp,5.0,147,< $25/hr,,250 - 999,2025-10-26 12:19:35.936285,"['San Francisco, California']",[],www.goodfirms.co,0.0,25.0,12.5,,250,999,624.5,0,0,0
34,https://www.goodfirms.co/directory/platform/app-development,instinctools,4.9,23,$25 - $49/hr,,250 - 999,2025-10-26 12:19:35.935442,"['Potomac, Maryland']",[],www.goodfirms.co,25.0,49.0,37.0,,250,999,624.5,0,0,0
35,https://www.goodfirms.co/directory/platform/app-development,Utility,5.0,15,$150 - $199/hr,,50 - 249,2025-10-26 12:19:35.934346,"['NYC, New York']",[],www.goodfirms.co,150.0,199.0,174.5,,50,249,149.5,0,0,0
36,https://www.goodfirms.co/artificial-intelligence,AIVEDA,5.0,12,< $25/hr,,50 - 249,2025-10-26 12:19:33.084488,"['Delhi, India']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0
37,https://www.goodfirms.co/artificial-intelligence,RebelDot,,8,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.083481,"['Cluj-Napoca, Romania']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
38,https://www.goodfirms.co/artificial-intelligence,KitRUM,5.0,21,$50 - $99/hr,,250 - 999,2025-10-26 12:19:33.082149,"['Tampa, Florida']",['Artificial Intelligence Services'],www.goodfirms.co,50.0,99.0,74.5,,250,999,624.5,1,0,0
39,https://www.goodfirms.co/artificial-intelligence,The 66th,5.0,3,$100 - $149/hr,,2 - 9,2025-10-26 12:19:33.081169,"['Vancouver, Canada']",['Artificial Intelligence Services'],www.goodfirms.co,100.0,149.0,124.5,,2,9,5.5,1,0,0
40,https://www.goodfirms.co/artificial-intelligence,Mobiloitte Technologies Pvt Ltd,4.9,63,$25 - $49/hr,,250 - 999,2025-10-26 12:19:33.080243,"['Delhi, India']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,250,999,624.5,1,0,0
41,https://www.goodfirms.co/artificial-intelligence,OptimaGeeks,5.0,12,< $25/hr,,50 - 249,2025-10-26 12:19:33.079261,"['Lahore, Pakistan']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0
42,https://www.goodfirms.co/artificial-intelligence,Techmango Technology Services Private Limited,4.9,34,< $25/hr,,50 - 249,2025-10-26 12:19:33.078330,"['Chennai, India']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0
43,https://www.goodfirms.co/artificial-intelligence,Successive Digital,4.7,75,$25 - $49/hr,,250 - 999,2025-10-26 12:19:33.077391,"['Noida, India']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,250,999,624.5,1,0,0
44,https://www.goodfirms.co/artificial-intelligence,NipsApp Game Studios,5.0,37,< $25/hr,,50 - 249,2025-10-26 12:19:33.076414,"['Thiruvananthapuram, India']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0
45,https://www.goodfirms.co/artificial-intelligence,Offshorly Ltd,5.0,18,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.075398,"['Abingdon, Virginia']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
46,https://www.goodfirms.co/artificial-intelligence,SLM Software d.o.o,5.0,3,$50 - $99/hr,,2 - 9,2025-10-26 12:19:33.074409,"['Ljubljana, Slovenia']",['Artificial Intelligence Services'],www.goodfirms.co,50.0,99.0,74.5,,2,9,5.5,1,0,0
47,https://www.goodfirms.co/artificial-intelligence,Slash Software,5.0,6,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.073478,"['Vadodara, India']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
48,https://www.goodfirms.co/artificial-intelligence,Tech2Globe Web Solutions LLP,5.0,53,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.072523,"['Delhi, India']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
49,https://www.goodfirms.co/artificial-intelligence,Infosense AI,5.0,17,$25 - $49/hr,,10 - 49,2025-10-26 12:19:33.071232,"['Indore, India']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,10,49,29.5,1,0,0
50,https://www.goodfirms.co/artificial-intelligence,Infograins,5.0,100,$25 - $49/hr,,250 - 999,2025-10-26 12:19:33.070291,"['NYC, New York']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,250,999,624.5,1,0,0
51,https://www.goodfirms.co/artificial-intelligence,Dreamers Inc.,5.0,17,$150 - $199/hr,,2 - 9,2025-10-26 12:19:33.055524,"['Los Angeles, California']",['Artificial Intelligence Services'],www.goodfirms.co,150.0,199.0,174.5,,2,9,5.5,1,0,0
52,https://www.goodfirms.co/artificial-intelligence,Lumitech,5.0,31,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.054633,"['San Francisco, California']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
53,https://www.goodfirms.co/artificial-intelligence,Lateral,5.0,2,NA,,10 - 49,2025-10-26 12:19:33.053676,"['NYC, New York']",['Artificial Intelligence Services'],www.goodfirms.co,,,,,10,49,29.5,1,0,0
54,https://www.goodfirms.co/artificial-intelligence,AgileTech Vietnam,5.0,30,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.052719,"['Irvine, California']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
55,https://www.goodfirms.co/artificial-intelligence,Anadea,5.0,15,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.051755,"['Las Vegas, Nevada']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
56,https://www.goodfirms.co/artificial-intelligence,Indium,5.0,1,NA,,"1,000 - 9,999",2025-10-26 12:19:33.050759,"['Cupertino, California']",['Artificial Intelligence Services'],www.goodfirms.co,,,,,0,9,4.5,1,0,0
57,https://www.goodfirms.co/artificial-intelligence,Helpware CX,4.9,11,NA,,"1,000 - 9,999",2025-10-26 12:19:33.049458,"['Lexington, Kentucky']",['Artificial Intelligence Services'],www.goodfirms.co,,,,,0,9,4.5,1,0,0
58,https://www.goodfirms.co/artificial-intelligence,Sigli,5.0,6,$50 - $99/hr,,50 - 249,2025-10-26 12:19:33.048455,"['San Francisco, California']",['Artificial Intelligence Services'],www.goodfirms.co,50.0,99.0,74.5,,50,249,149.5,1,0,0
59,https://www.goodfirms.co/artificial-intelligence,OpenXcell,5.0,76,< $25/hr,,250 - 999,2025-10-26 12:19:33.047447,"['Las Vegas, Nevada']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,250,999,624.5,1,0,0
60,https://www.goodfirms.co/artificial-intelligence,Tallium Inc.,5.0,26,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.046504,"['San Francisco, California']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
61,https://www.goodfirms.co/artificial-intelligence,Groove Jones,5.0,6,< $25/hr,,50 - 249,2025-10-26 12:19:33.044544,"['Dallas, Texas']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0
62,https://www.goodfirms.co/artificial-intelligence,Plavno,5.0,35,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.043583,"['San Francisco, California']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
63,https://www.goodfirms.co/artificial-intelligence,Inoxoft,5.0,91,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.042606,"['Philadelphia, Pennsylvania']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
64,https://www.goodfirms.co/artificial-intelligence,STS Software,5.0,10,$50 - $99/hr,,250 - 999,2025-10-26 12:19:33.041604,"['Reston, Virginia']",['Artificial Intelligence Services'],www.goodfirms.co,50.0,99.0,74.5,,250,999,624.5,1,0,0
65,https://www.goodfirms.co/artificial-intelligence,instinctools,4.9,23,$25 - $49/hr,,250 - 999,2025-10-26 12:19:33.040628,"['Potomac, Maryland']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,250,999,624.5,1,0,0
66,https://www.goodfirms.co/artificial-intelligence,Innovacio Technologies,5.0,87,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.039627,"['San Francisco, California']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
67,https://www.goodfirms.co/artificial-intelligence,Krazimo Private Limited,5.0,7,$100 - $149/hr,,10 - 49,2025-10-26 12:19:33.038380,"['San Francisco, California']",['Artificial Intelligence Services'],www.goodfirms.co,100.0,149.0,124.5,,10,49,29.5,1,0,0
68,https://www.goodfirms.co/artificial-intelligence,Bitontree,5.0,10,< $25/hr,,10 - 49,2025-10-26 12:19:33.059246,"['Ahmedabad, India']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,10,49,29.5,1,0,0
69,https://www.goodfirms.co/artificial-intelligence,Ontik Technology,5.0,31,< $25/hr,,50 - 249,2025-10-26 12:19:33.060238,"['Dhaka, Bangladesh']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0
70,https://www.goodfirms.co/artificial-intelligence,AppMakers USA,5.0,87,$100 - $149/hr,,10 - 49,2025-10-26 12:19:33.061548,"['Los Angeles, California']",['Artificial Intelligence Services'],www.goodfirms.co,100.0,149.0,124.5,,10,49,29.5,1,0,0
71,https://www.goodfirms.co/artificial-intelligence,Trigma,5.0,118,< $25/hr,,50 - 249,2025-10-26 12:19:33.062546,"['Mohali, India']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0
72,https://www.goodfirms.co/artificial-intelligence,Idea Maker,5.0,21,$100 - $149/hr,,10 - 49,2025-10-26 12:19:33.063542,"['Orange County, California']",['Artificial Intelligence Services'],www.goodfirms.co,100.0,149.0,124.5,,10,49,29.5,1,0,0
73,https://www.goodfirms.co/artificial-intelligence,AIMLEAP - Outsource Bigdata,4.9,64,< $25/hr,,50 - 249,2025-10-26 12:19:33.064523,"['NYC, New York']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0
74,https://www.goodfirms.co/artificial-intelligence,Azilen Technologies,4.9,13,$25 - $49/hr,,250 - 999,2025-10-26 12:19:33.065479,"['Irving, Texas']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,250,999,624.5,1,0,0
75,https://www.goodfirms.co/artificial-intelligence,Pharos Production Inc.,5.0,121,$25 - $49/hr,,10 - 49,2025-10-26 12:19:33.066405,"['Las Vegas, Nevada']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,10,49,29.5,1,0,0
76,https://www.goodfirms.co/artificial-intelligence,Sobot,5.0,38,$25 - $49/hr,,250 - 999,2025-10-26 12:19:33.067333,"['Singapore, Singapore']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,250,999,624.5,1,0,0
77,https://www.goodfirms.co/artificial-intelligence,Scalevise,5.0,5,$50 - $99/hr,,2 - 9,2025-10-26 12:19:33.068271,"['Tegelen, Netherlands']",['Artificial Intelligence Services'],www.goodfirms.co,50.0,99.0,74.5,,2,9,5.5,1,0,0
78,https://www.goodfirms.co/artificial-intelligence,Debut Infotech,4.9,36,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.069310,"['Mohali, India']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
79,https://www.goodfirms.co/artificial-intelligence,WeAreBrain,5.0,42,$50 - $99/hr,,50 - 249,2025-10-26 12:19:33.085474,"['Amsterdam, Netherlands']",['Artificial Intelligence Services'],www.goodfirms.co,50.0,99.0,74.5,,50,249,149.5,1,0,0
80,https://www.goodfirms.co/artificial-intelligence,Quantum IT Innovation,4.9,64,< $25/hr,,250 - 999,2025-10-26 12:19:33.086441,"['Indianapolis, Indiana']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,250,999,624.5,1,0,0
81,https://www.goodfirms.co/directory/platform/app-development,Young Decade IT Software Solution,5.0,110,< $25/hr,,10 - 49,2025-10-26 12:19:35.952298,"['Indore, India']",[],www.goodfirms.co,0.0,25.0,12.5,,10,49,29.5,0,0,0
82,https://www.goodfirms.co/directory/platform/app-development,Sapphire Software Solutions,5.0,201,NA,,50 - 249,2025-10-26 12:19:35.953140,"['Ahmedabad, India']",[],www.goodfirms.co,,,,,50,249,149.5,0,0,0
83,https://www.goodfirms.co/directory/platform/app-development,Cretik,5.0,66,< $25/hr,,50 - 249,2025-10-26 12:19:35.953990,"['Cairo, Egypt']",[],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,0,0,0
84,https://www.goodfirms.co/directory/platform/app-development,Appscrip,4.7,26,$25 - $49/hr,,50 - 249,2025-10-26 12:19:35.954820,"['Bengaluru, India']",[],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0
85,https://www.goodfirms.co/directory/platform/app-development,Appeak Technologies LLP,5.0,12,< $25/hr,,10 - 49,2025-10-26 12:19:35.955781,"['Ahmedabad, India']",[],www.goodfirms.co,0.0,25.0,12.5,,10,49,29.5,0,0,0
86,https://www.goodfirms.co/directory/platform/app-development,Mobcoder,5.0,21,$50 - $99/hr,,50 - 249,2025-10-26 12:19:35.957023,"['Seattle, Washington']",[],www.goodfirms.co,50.0,99.0,74.5,,50,249,149.5,0,0,0
87,https://www.goodfirms.co/directory/platform/app-development,Quytech,4.8,33,< $25/hr,,50 - 249,2025-10-26 12:19:35.957963,"['Gurgaon, India']",[],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,0,0,0
88,https://www.goodfirms.co/directory/platform/app-development,Blitz Mobile Apps,4.8,20,$50 - $99/hr,,50 - 249,2025-10-26 12:19:35.958832,"['Santa Rosa, California']",[],www.goodfirms.co,50.0,99.0,74.5,,50,249,149.5,0,0,0
89,https://www.goodfirms.co/directory/platform/app-development,Junkies Coder,5.0,44,< $25/hr,,10 - 49,2025-10-26 12:19:35.959697,"['Ahmedabad, India']",[],www.goodfirms.co,0.0,25.0,12.5,,10,49,29.5,0,0,0
90,https://www.goodfirms.co/directory/platform/app-development,Orbix Studio LLC,5.0,48,$50 - $99/hr,,10 - 49,2025-10-26 12:19:35.960577,"['NYC, New York']",[],www.goodfirms.co,50.0,99.0,74.5,,10,49,29.5,0,0,0
91,https://www.goodfirms.co/directory/platform/app-development,Evrone,5.0,36,$50 - $99/hr,,50 - 249,2025-10-26 12:19:35.961436,"['San Francisco, California']",[],www.goodfirms.co,50.0,99.0,74.5,,50,249,149.5,0,0,0
92,https://www.goodfirms.co/artificial-intelligence,iB Arts Pvt. Ltd.,5.0,46,< $25/hr,,50 - 249,2025-10-26 12:19:33.058324,"['Pune, India']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0
93,https://www.goodfirms.co/artificial-intelligence,Markovate,5.0,37,$25 - $49/hr,,50 - 249,2025-10-26 12:19:33.057391,"['San Francisco, California']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0
94,https://www.goodfirms.co/artificial-intelligence,Visionify,5.0,15,NA,,10 - 49,2025-10-26 12:19:33.056462,"['Westminster, Colorado']",['Artificial Intelligence Services'],www.goodfirms.co,,,,,10,49,29.5,1,0,0
95,https://www.goodfirms.co/internet-of-things,Intobi,5.0,11,$25 - $49/hr,,50 - 249,2025-10-26 12:25:19.221074,"['Kyiv, Ukraine']",['IoT Development Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,1,0
96,https://www.goodfirms.co/robotic-process-automation,ROBOTRONIX ENGINEERING TECH PVT.LTD.,5.0,10,< $25/hr,,10 - 49,2025-10-26 12:25:21.894522,"['Indore, India']",['Robotic Process Automation Services'],www.goodfirms.co,0.0,25.0,12.5,,10,49,29.5,0,0,0
97,https://www.goodfirms.co/robotic-process-automation,Xiztdevops,5.0,10,$25 - $49/hr,,50 - 249,2025-10-26 12:25:21.893517,"['Astana, Kazakhstan']",['Robotic Process Automation Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0
98,https://www.goodfirms.co/robotic-process-automation,moblers,5.0,11,$50 - $99/hr,,10 - 49,2025-10-26 12:25:21.892558,"['Tel Aviv, Israel']",['Robotic Process Automation Services'],www.goodfirms.co,50.0,99.0,74.5,,10,49,29.5,0,0,0
99,https://www.goodfirms.co/robotic-process-automation,Eqaim Technology & Services Pvt. Ltd.,5.0,11,< $25/hr,,10 - 49,2025-10-26 12:25:21.891600,"['Hyderabad, India']",['Robotic Process Automation Services'],www.goodfirms.co,0.0,25.0,12.5,,10,49,29.5,0,0,0
100,https://www.goodfirms.co/robotic-process-automation,Xanthus Innovations,5.0,12,NA,,10 - 49,2025-10-26 12:25:21.890706,"['Mumbai, India']",['Robotic Process Automation Services'],www.goodfirms.co,,,,,10,49,29.5,0,0,0
101,https://www.goodfirms.co/robotic-process-automation,Athos technologies,5.0,16,< $25/hr,,10 - 49,2025-10-26 12:25:21.889751,"['Delhi, India']",['Robotic Process Automation Services'],www.goodfirms.co,0.0,25.0,12.5,,10,49,29.5,0,0,0
102,https://www.goodfirms.co/robotic-process-automation,Jade Global,5.0,16,NA,,"1,000 - 9,999",2025-10-26 12:25:21.888803,"['San Jose, California']",['Robotic Process Automation Services'],www.goodfirms.co,,,,,0,9,4.5,0,0,0
103,https://www.goodfirms.co/robotic-process-automation,NMG Technologies,4.8,18,$25 - $49/hr,,50 - 249,2025-10-26 12:25:21.887817,"['Las Vegas, Nevada']",['Robotic Process Automation Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0
104,https://www.goodfirms.co/robotic-process-automation,Robiquity Limited,4.8,2,NA,,10 - 49,2025-10-26 12:25:21.859899,"['Prestwich, United Kingdom']",['Robotic Process Automation Services'],www.goodfirms.co,,,,,10,49,29.5,0,0,0
105,https://www.goodfirms.co/robotic-process-automation,AdaptNXT Technology Solutions,4.9,9,$25 - $49/hr,,10 - 49,2025-10-26 12:25:21.858936,"['Bengaluru, India']",['Robotic Process Automation Services'],www.goodfirms.co,25.0,49.0,37.0,,10,49,29.5,0,0,0
106,https://www.goodfirms.co/robotic-process-automation,Zenesys Solution Inc,4.8,17,$25 - $49/hr,,50 - 249,2025-10-26 12:25:21.857977,"['Noida, India']",['Robotic Process Automation Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0
107,https://www.goodfirms.co/robotic-process-automation,AI Labeler,5.0,9,< $25/hr,,50 - 249,2025-10-26 12:25:21.856993,"['NYC, New York']",['Robotic Process Automation Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,0,0,0
108,https://www.goodfirms.co/robotic-process-automation,PT IDstar Cipta Teknologi,4.7,10,NA,,250 - 999,2025-10-26 12:25:21.855985,"['Jakarta, Indonesia']",['Robotic Process Automation Services'],www.goodfirms.co,,,,,250,999,624.5,0,0,0
